"sex","variable","value"
"Male","weight",94.5
"Male","bmi",27
"Male","height",168
"Male","weight",73.3
"Male","bmi",26
"Male","height",187
"Male","weight",97.5
"Male","bmi",27.9
"Male","height",177
"Male","weight",93
"Male","bmi",29.7
"Male","height",169
"Male","weight",83.1
"Male","bmi",29.1
"Male","height",185
"Male","weight",94.8
"Male","bmi",27.7
"Male","height",173
"Male","weight",94.3
"Male","bmi",31.5
"Male","height",183
"Male","weight",95.6
"Male","bmi",28.5
"Male","height",180
"Male","weight",92.7
"Male","bmi",28.6
"Male","height",170
"Male","weight",88.5
"Male","bmi",30.6
"Male","height",174
"Male","weight",86.5
"Male","bmi",28.6
"Male","height",181
"Male","weight",90.6
"Male","bmi",27.7
"Male","height",165
"Male","weight",75.7
"Male","bmi",27.8
"Male","height",170
"Male","weight",81.1
"Male","bmi",28.1
"Male","height",175
"Male","weight",84.3
"Male","bmi",27.5
"Male","height",175
"Male","weight",87.9
"Male","bmi",28.7
"Male","height",181
"Male","weight",103.8
"Male","bmi",31.7
"Male","height",175
"Male","weight",87.2
"Male","bmi",28.5
"Male","height",169
"Male","weight",79.8
"Male","bmi",27.9
"Male","height",174
"Male","weight",79.9
"Male","bmi",26.4
"Male","height",171
"Male","weight",80.5
"Male","bmi",27.5
"Male","height",181
"Male","weight",91.5
"Male","bmi",27.9
"Male","height",174
"Male","weight",80.2
"Male","bmi",26.5
"Male","height",177
"Male","weight",84.2
"Male","bmi",26.9
"Male","height",177
"Male","weight",85.3
"Male","bmi",27.2
"Male","height",184
"Male","weight",85.9
"Male","bmi",25.4
"Male","height",166
"Male","weight",75.3
"Male","bmi",27.3
"Male","height",168
"Male","weight",77.2
"Male","bmi",27.4
"Male","height",178
"Male","weight",96.5
"Male","bmi",30.5
"Male","height",181
"Male","weight",89
"Male","bmi",27.2
"Male","height",178
"Male","weight",91.8
"Male","bmi",29
"Male","height",181
"Male","weight",91.3
"Male","bmi",27.9
"Male","height",164
"Male","weight",71.9
"Male","bmi",26.7
"Male","height",175
"Male","weight",79.1
"Male","bmi",25.8
"Male","height",174
"Male","weight",83.4
"Male","bmi",27.5
"Male","height",176
"Male","weight",85.3
"Male","bmi",27.5
"Male","height",176
"Male","weight",79.9
"Male","bmi",25.8
"Male","height",177
"Male","weight",88.1
"Male","bmi",28.1
"Male","height",185
"Male","weight",88.1
"Male","bmi",25.7
"Male","height",158
"Male","weight",66.2
"Male","bmi",26.5
"Male","height",175
"Male","weight",87
"Male","bmi",28.4
"Male","height",181
"Male","weight",95.2
"Male","bmi",29.1
"Male","height",183
"Male","weight",91.3
"Male","bmi",27.3
"Male","height",183
"Male","weight",94.7
"Male","bmi",28.3
"Male","height",171
"Male","weight",82.9
"Male","bmi",28.4
"Male","height",173
"Male","weight",75.5
"Male","bmi",25.2
"Male","height",180
"Male","weight",87.7
"Male","bmi",27.1
"Male","height",166
"Male","weight",80.9
"Male","bmi",29.4
"Male","height",178
"Male","weight",93.4
"Male","bmi",29.5
"Male","height",182
"Male","weight",90.4
"Male","bmi",27.3
"Male","height",173
"Male","weight",87.1
"Male","bmi",29.1
"Male","height",174
"Male","weight",79.5
"Male","bmi",26.3
"Male","height",168
"Male","weight",77.1
"Male","bmi",27.3
"Male","height",182
"Male","weight",93.1
"Male","bmi",28.1
"Male","height",187
"Male","weight",88.9
"Male","bmi",25.4
"Male","height",181
"Male","weight",94.4
"Male","bmi",28.8
"Male","height",180
"Male","weight",92
"Male","bmi",28.4
"Male","height",182
"Male","weight",85.5
"Male","bmi",25.8
"Male","height",161
"Male","weight",73.7
"Male","bmi",28.4
"Male","height",173
"Male","weight",82.9
"Male","bmi",27.7
"Male","height",167
"Male","weight",71.4
"Male","bmi",25.6
"Male","height",174
"Male","weight",81
"Male","bmi",26.8
"Male","height",177
"Male","weight",84.9
"Male","bmi",27.1
"Male","height",175
"Male","weight",77.8
"Male","bmi",25.4
"Male","height",178
"Male","weight",91
"Male","bmi",28.7
"Male","height",175
"Male","weight",88
"Male","bmi",28.7
"Male","height",163
"Male","weight",70.5
"Male","bmi",26.5
"Male","height",179
"Male","weight",87.3
"Male","bmi",27.2
"Male","height",174
"Male","weight",72.5
"Male","bmi",23.9
"Male","height",177
"Male","weight",79.9
"Male","bmi",25.5
"Male","height",175
"Male","weight",77.9
"Male","bmi",25.4
"Male","height",171
"Male","weight",82.4
"Male","bmi",28.2
"Male","height",168
"Male","weight",77.7
"Male","bmi",27.5
"Male","height",174
"Male","weight",81.3
"Male","bmi",26.9
"Male","height",176
"Male","weight",85
"Male","bmi",27.4
"Male","height",177
"Male","weight",82.6
"Male","bmi",26.4
"Male","height",185
"Male","weight",97.3
"Male","bmi",28.4
"Male","height",191
"Male","weight",94.6
"Male","bmi",25.9
"Male","height",180
"Male","weight",86.3
"Male","bmi",26.6
"Male","height",189
"Male","weight",98.5
"Male","bmi",27.6
"Male","height",163
"Male","weight",70.8
"Male","bmi",26.6
"Male","height",181
"Male","weight",93.6
"Male","bmi",28.6
"Male","height",171
"Male","weight",80.8
"Male","bmi",27.6
"Male","height",189
"Male","weight",103.8
"Male","bmi",29.1
"Male","height",162
"Male","weight",79.1
"Male","bmi",30.1
"Male","height",175
"Male","weight",74.5
"Male","bmi",24.3
"Male","height",183
"Male","weight",96.2
"Male","bmi",28.7
"Male","height",174
"Male","weight",93.4
"Male","bmi",30.8
"Male","height",165
"Male","weight",75.9
"Male","bmi",27.9
"Male","height",176
"Male","weight",88.5
"Male","bmi",28.6
"Male","height",183
"Male","weight",94.9
"Male","bmi",28.3
"Male","height",171
"Male","weight",82.7
"Male","bmi",28.3
"Male","height",176
"Male","weight",86.3
"Male","bmi",27.9
"Male","height",162
"Male","weight",72.7
"Male","bmi",27.7
"Male","height",154
"Male","weight",58.6
"Male","bmi",24.7
"Male","height",179
"Male","weight",88.7
"Male","bmi",27.7
"Male","height",172
"Male","weight",84.7
"Male","bmi",28.6
"Male","height",190
"Male","weight",103.2
"Male","bmi",28.6
"Male","height",179
"Male","weight",89.4
"Male","bmi",27.9
"Male","height",183
"Male","weight",95.1
"Male","bmi",28.4
"Male","height",188
"Male","weight",95.1
"Male","bmi",26.9
"Male","height",180
"Male","weight",100
"Male","bmi",30.9
"Male","height",164
"Male","weight",76.8
"Male","bmi",28.6
"Male","height",174
"Male","weight",84.3
"Male","bmi",27.8
"Male","height",182
"Male","weight",87.4
"Male","bmi",26.4
"Male","height",170
"Male","weight",80.3
"Male","bmi",27.8
"Male","height",180
"Male","weight",90.7
"Male","bmi",28
"Male","height",166
"Male","weight",76.5
"Male","bmi",27.8
"Male","height",157
"Male","weight",56
"Male","bmi",22.7
"Male","height",159
"Male","weight",72.7
"Male","bmi",28.8
"Male","height",172
"Male","weight",89.4
"Male","bmi",30.2
"Male","height",177
"Male","weight",73.5
"Male","bmi",23.5
"Male","height",184
"Male","weight",91.5
"Male","bmi",27
"Male","height",179
"Male","weight",88.4
"Male","bmi",27.6
"Male","height",169
"Male","weight",73.7
"Male","bmi",25.8
"Male","height",181
"Male","weight",79.7
"Male","bmi",24.3
"Male","height",182
"Male","weight",95
"Male","bmi",28.7
"Male","height",186
"Male","weight",92.7
"Male","bmi",26.8
"Male","height",175
"Male","weight",95.6
"Male","bmi",31.2
"Male","height",168
"Male","weight",76.8
"Male","bmi",27.2
"Male","height",188
"Male","weight",101.3
"Male","bmi",28.7
"Male","height",176
"Male","weight",87.5
"Male","bmi",28.2
"Male","height",176
"Male","weight",78.4
"Male","bmi",25.3
"Male","height",180
"Male","weight",86.9
"Male","bmi",26.8
"Male","height",161
"Male","weight",71.3
"Male","bmi",27.5
"Male","height",177
"Male","weight",82.9
"Male","bmi",26.5
"Male","height",166
"Male","weight",68.9
"Male","bmi",25
"Male","height",178
"Male","weight",87.7
"Male","bmi",27.7
"Male","height",177
"Male","weight",84.1
"Male","bmi",26.8
"Male","height",181
"Male","weight",88.6
"Male","bmi",27
"Male","height",179
"Male","weight",79
"Male","bmi",24.7
"Male","height",167
"Male","weight",74.7
"Male","bmi",26.8
"Male","height",171
"Male","weight",74.3
"Male","bmi",25.4
"Male","height",167
"Male","weight",79.3
"Male","bmi",28.4
"Male","height",187
"Male","weight",96.6
"Male","bmi",27.6
"Male","height",172
"Male","weight",78.4
"Male","bmi",26.5
"Male","height",166
"Male","weight",78
"Male","bmi",28.3
"Male","height",181
"Male","weight",88.9
"Male","bmi",27.1
"Male","height",167
"Male","weight",79.3
"Male","bmi",28.4
"Male","height",167
"Male","weight",79.2
"Male","bmi",28.4
"Male","height",157
"Male","weight",63.6
"Male","bmi",25.8
"Male","height",188
"Male","weight",97.8
"Male","bmi",27.7
"Male","height",184
"Male","weight",97.9
"Male","bmi",28.9
"Male","height",179
"Male","weight",83.6
"Male","bmi",26.1
"Male","height",170
"Male","weight",76.3
"Male","bmi",26.4
"Male","height",167
"Male","weight",68.7
"Male","bmi",24.6
"Male","height",171
"Male","weight",84.4
"Male","bmi",28.9
"Male","height",178
"Male","weight",92.2
"Male","bmi",29.1
"Male","height",190
"Male","weight",101.6
"Male","bmi",28.1
"Male","height",164
"Male","weight",67.3
"Male","bmi",25
"Male","height",178
"Male","weight",94
"Male","bmi",29.7
"Male","height",182
"Male","weight",93.1
"Male","bmi",28.1
"Male","height",185
"Male","weight",95
"Male","bmi",27.8
"Male","height",186
"Male","weight",90.3
"Male","bmi",26.1
"Male","height",169
"Male","weight",74.9
"Male","bmi",26.2
"Male","height",169
"Male","weight",82
"Male","bmi",28.7
"Male","height",176
"Male","weight",91.8
"Male","bmi",29.6
"Male","height",173
"Male","weight",88.6
"Male","bmi",29.6
"Male","height",179
"Male","weight",83.6
"Male","bmi",26.1
"Male","height",177
"Male","weight",85.5
"Male","bmi",27.3
"Male","height",166
"Male","weight",71.3
"Male","bmi",25.9
"Male","height",176
"Male","weight",89.2
"Male","bmi",28.8
"Male","height",187
"Male","weight",94.5
"Male","bmi",27
"Male","height",167
"Male","weight",71.8
"Male","bmi",25.7
"Male","height",174
"Male","weight",83.7
"Male","bmi",27.6
"Male","height",179
"Male","weight",89.8
"Male","bmi",28
"Male","height",183
"Male","weight",92
"Male","bmi",27.5
"Male","height",182
"Male","weight",90.3
"Male","bmi",27.3
"Male","height",167
"Male","weight",70.9
"Male","bmi",25.4
"Male","height",162
"Male","weight",76.3
"Male","bmi",29.1
"Male","height",179
"Male","weight",91.4
"Male","bmi",28.5
"Male","height",167
"Male","weight",79.2
"Male","bmi",28.4
"Male","height",177
"Male","weight",89.3
"Male","bmi",28.5
"Male","height",174
"Male","weight",89.7
"Male","bmi",29.6
"Male","height",172
"Male","weight",75.1
"Male","bmi",25.4
"Male","height",191
"Male","weight",105.6
"Male","bmi",28.9
"Male","height",186
"Male","weight",87.4
"Male","bmi",25.3
"Male","height",177
"Male","weight",87.2
"Male","bmi",27.8
"Male","height",164
"Male","weight",71.3
"Male","bmi",26.5
"Male","height",172
"Male","weight",74.2
"Male","bmi",25.1
"Male","height",186
"Male","weight",93.1
"Male","bmi",26.9
"Male","height",169
"Male","weight",77.8
"Male","bmi",27.2
"Male","height",188
"Male","weight",94.8
"Male","bmi",26.8
"Male","height",180
"Male","weight",95.1
"Male","bmi",29.4
"Male","height",182
"Male","weight",93.6
"Male","bmi",28.3
"Male","height",167
"Male","weight",80.4
"Male","bmi",28.8
"Male","height",178
"Male","weight",96
"Male","bmi",30.3
"Male","height",157
"Male","weight",67.8
"Male","bmi",27.5
"Male","height",190
"Male","weight",99.9
"Male","bmi",27.7
"Male","height",182
"Male","weight",87.3
"Male","bmi",26.4
"Male","height",171
"Male","weight",74.1
"Male","bmi",25.3
"Male","height",180
"Male","weight",90.6
"Male","bmi",28
"Male","height",191
"Male","weight",99.1
"Male","bmi",27.2
"Male","height",186
"Male","weight",101.2
"Male","bmi",29.3
"Male","height",179
"Male","weight",98.9
"Male","bmi",30.9
"Male","height",171
"Male","weight",77.7
"Male","bmi",26.6
"Male","height",170
"Male","weight",66.9
"Male","bmi",23.1
"Male","height",177
"Male","weight",77.1
"Male","bmi",24.6
"Male","height",166
"Male","weight",73
"Male","bmi",26.5
"Male","height",174
"Male","weight",84
"Male","bmi",27.7
"Male","height",175
"Male","weight",80.3
"Male","bmi",26.2
"Male","height",173
"Male","weight",85.7
"Male","bmi",28.6
"Male","height",176
"Male","weight",72.2
"Male","bmi",23.3
"Male","height",174
"Male","weight",85.3
"Male","bmi",28.2
"Male","height",167
"Male","weight",68.5
"Male","bmi",24.6
"Male","height",176
"Male","weight",78.2
"Male","bmi",25.2
"Male","height",168
"Male","weight",75.5
"Male","bmi",26.8
"Male","height",180
"Male","weight",84.5
"Male","bmi",26.1
"Male","height",168
"Male","weight",85.1
"Male","bmi",30.2
"Male","height",165
"Male","weight",74.3
"Male","bmi",27.3
"Male","height",174
"Male","weight",89.3
"Male","bmi",29.5
"Male","height",177
"Male","weight",86
"Male","bmi",27.5
"Male","height",169
"Male","weight",85.7
"Male","bmi",30
"Male","height",176
"Male","weight",80.4
"Male","bmi",26
"Male","height",175
"Male","weight",83.5
"Male","bmi",27.3
"Male","height",187
"Male","weight",100.4
"Male","bmi",28.7
"Male","height",194
"Male","weight",98.8
"Male","bmi",26.3
"Male","height",181
"Male","weight",90.3
"Male","bmi",27.6
"Male","height",164
"Male","weight",74.6
"Male","bmi",27.7
"Male","height",169
"Male","weight",74.1
"Male","bmi",25.9
"Male","height",176
"Male","weight",85.1
"Male","bmi",27.5
"Male","height",161
"Male","weight",68.2
"Male","bmi",26.3
"Male","height",177
"Male","weight",91.9
"Male","bmi",29.3
"Male","height",174
"Male","weight",82.4
"Male","bmi",27.2
"Male","height",182
"Male","weight",93.7
"Male","bmi",28.3
"Male","height",177
"Male","weight",92.5
"Male","bmi",29.5
"Male","height",187
"Male","weight",105.1
"Male","bmi",30.1
"Male","height",173
"Male","weight",88.5
"Male","bmi",29.6
"Male","height",184
"Male","weight",90.8
"Male","bmi",26.8
"Male","height",180
"Male","weight",88.6
"Male","bmi",27.3
"Male","height",179
"Male","weight",85.3
"Male","bmi",26.6
"Male","height",175
"Male","weight",88.3
"Male","bmi",28.8
"Male","height",176
"Male","weight",89.5
"Male","bmi",28.9
"Male","height",171
"Male","weight",70.9
"Male","bmi",24.2
"Male","height",182
"Male","weight",94.2
"Male","bmi",28.4
"Male","height",175
"Male","weight",78
"Male","bmi",25.5
"Male","height",181
"Male","weight",98.4
"Male","bmi",30
"Male","height",178
"Male","weight",86.4
"Male","bmi",27.3
"Male","height",180
"Male","weight",93.5
"Male","bmi",28.9
"Male","height",174
"Male","weight",91.2
"Male","bmi",30.1
"Male","height",181
"Male","weight",93.7
"Male","bmi",28.6
"Male","height",166
"Male","weight",72.1
"Male","bmi",26.2
"Male","height",180
"Male","weight",94.4
"Male","bmi",29.1
"Male","height",177
"Male","weight",85.2
"Male","bmi",27.2
"Male","height",162
"Male","weight",76.4
"Male","bmi",29.1
"Male","height",179
"Male","weight",89.3
"Male","bmi",27.9
"Male","height",179
"Male","weight",93.2
"Male","bmi",29.1
"Male","height",171
"Male","weight",74.6
"Male","bmi",25.5
"Male","height",170
"Male","weight",75.8
"Male","bmi",26.2
"Male","height",174
"Male","weight",76.7
"Male","bmi",25.3
"Male","height",177
"Male","weight",83.6
"Male","bmi",26.7
"Male","height",159
"Male","weight",76.3
"Male","bmi",30.2
"Male","height",176
"Male","weight",83.5
"Male","bmi",27
"Male","height",170
"Male","weight",78.1
"Male","bmi",27
"Male","height",191
"Male","weight",99.2
"Male","bmi",27.2
"Male","height",178
"Male","weight",86
"Male","bmi",27.1
"Male","height",181
"Male","weight",89.2
"Male","bmi",27.2
"Male","height",177
"Male","weight",82.4
"Male","bmi",26.3
"Male","height",169
"Male","weight",79.6
"Male","bmi",27.9
"Male","height",180
"Male","weight",94.7
"Male","bmi",29.2
"Male","height",162
"Male","weight",73.8
"Male","bmi",28.1
"Male","height",179
"Male","weight",86.8
"Male","bmi",27.1
"Male","height",171
"Male","weight",87.4
"Male","bmi",29.9
"Male","height",181
"Male","weight",96.8
"Male","bmi",29.5
"Male","height",174
"Male","weight",85
"Male","bmi",28.1
"Male","height",181
"Male","weight",92.3
"Male","bmi",28.2
"Male","height",180
"Male","weight",86.2
"Male","bmi",26.6
"Male","height",181
"Male","weight",89.5
"Male","bmi",27.3
"Male","height",179
"Male","weight",87.7
"Male","bmi",27.4
"Male","height",189
"Male","weight",102.8
"Male","bmi",28.8
"Male","height",161
"Male","weight",84
"Male","bmi",32.4
"Male","height",174
"Male","weight",77.7
"Male","bmi",25.7
"Male","height",171
"Male","weight",79.4
"Male","bmi",27.2
"Male","height",180
"Male","weight",89
"Male","bmi",27.5
"Male","height",170
"Male","weight",88.3
"Male","bmi",30.6
"Male","height",172
"Male","weight",83.7
"Male","bmi",28.3
"Male","height",174
"Male","weight",81.4
"Male","bmi",26.9
"Male","height",174
"Male","weight",87.4
"Male","bmi",28.9
"Male","height",179
"Male","weight",89.5
"Male","bmi",27.9
"Male","height",170
"Male","weight",74.5
"Male","bmi",25.8
"Male","height",166
"Male","weight",75.9
"Male","bmi",27.5
"Male","height",178
"Male","weight",84.3
"Male","bmi",26.6
"Male","height",174
"Male","weight",88
"Male","bmi",29.1
"Male","height",180
"Male","weight",93.4
"Male","bmi",28.8
"Male","height",193
"Male","weight",106.8
"Male","bmi",28.7
"Male","height",173
"Male","weight",80.3
"Male","bmi",26.8
"Male","height",177
"Male","weight",90.3
"Male","bmi",28.8
"Male","height",177
"Male","weight",91
"Male","bmi",29
"Male","height",182
"Male","weight",97.1
"Male","bmi",29.3
"Male","height",180
"Male","weight",91.5
"Male","bmi",28.2
"Male","height",166
"Male","weight",65.4
"Male","bmi",23.7
"Male","height",180
"Male","weight",91.9
"Male","bmi",28.4
"Male","height",173
"Male","weight",83.4
"Male","bmi",27.9
"Male","height",179
"Male","weight",90.5
"Male","bmi",28.2
"Male","height",176
"Male","weight",79.9
"Male","bmi",25.8
"Male","height",182
"Male","weight",88.4
"Male","bmi",26.7
"Male","height",178
"Male","weight",92.3
"Male","bmi",29.1
"Male","height",169
"Male","weight",75.6
"Male","bmi",26.5
"Male","height",179
"Male","weight",94.1
"Male","bmi",29.4
"Male","height",159
"Male","weight",69.3
"Male","bmi",27.4
"Male","height",169
"Male","weight",66.3
"Male","bmi",23.2
"Male","height",166
"Male","weight",71.1
"Male","bmi",25.8
"Male","height",182
"Male","weight",95.2
"Male","bmi",28.7
"Male","height",176
"Male","weight",83.4
"Male","bmi",26.9
"Male","height",178
"Male","weight",91.1
"Male","bmi",28.8
"Male","height",167
"Male","weight",74.5
"Male","bmi",26.7
"Male","height",164
"Male","weight",70.1
"Male","bmi",26.1
"Male","height",174
"Male","weight",85.9
"Male","bmi",28.4
"Male","height",177
"Male","weight",80.1
"Male","bmi",25.6
"Male","height",171
"Male","weight",78.6
